순위,단어,품사,초성
5219,보완하다,동,ㅂㅇㅎㄷ
93,보이다,동,ㅂㅇㄷ
168,보이다,동,ㅂㅇㄷ
3751,보장되다,동,ㅂㅈㄷㄷ
3236,보장하다,동,ㅂㅈㅎㄷ
5220,보존하다,동,ㅂㅈㅎㄷ
6802,보충하다,동,ㅂㅊㅎㄷ
4608,보호되다,동,ㅂㅎㄷㄷ
1639,보호하다,동,ㅂㅎㅎㄷ
8391,복사하다,동,ㅂㅅㅎㄷ
16943,복습하다,동,ㅂㅅㅎㄷ
1698,볶다,동,ㅂㄷ
7527,봉사하다,동,ㅂㅅㅎㄷ
4903,뵈다,동,ㅂㄷ
5914,뵈다,동,ㅂㄷ
4609,뵙다,동,ㅂㄷ
3638,부담하다,동,ㅂㄷㅎㄷ
2631,부딪치다,동,ㅂㄷㅊㄷ
5498,부딪히다,동,ㅂㄷㅎㄷ
5621,부러워하다,동,ㅂㄹㅇㅎㄷ
4430,부러지다,동,ㅂㄹㅈㄷ
227,부르다,동,ㅂㄹㄷ
3930,부서지다,동,ㅂㅅㅈㄷ
2963,부정하다,동,ㅂㅈㅎㄷ
4611,부치다,동,ㅂㅊㄷ
2927,부탁하다,동,ㅂㅌㅎㄷ
3812,분리되다,동,ㅂㄹㄷㄷ
5359,분리하다,동,ㅂㄹㅎㄷ
9169,분명해지다,동,ㅂㅁㅎㅈㄷ
1555,분석하다,동,ㅂㅅㅎㄷ
2527,분포하다,동,ㅂㅍㅎㄷ
874,불구하다,동,ㅂㄱㅎㄷ
1263,불다,동,ㅂㄷ
2964,불러일으키다,동,ㅂㄹㅇㅇㅋㄷ
1383,불리다,동,ㅂㄹㄷ
3755,불리다,동,ㅂㄹㄷ
4348,불어오다,동,ㅂㅇㅇㄷ
6815,붐비다,동,ㅂㅂㄷ
8400,붓다,동,ㅂㄷ
1841,붓다,동,ㅂㄷ
734,붙다,동,ㅂㄷ
5360,붙들다,동,ㅂㄷㄷ
705,붙이다,동,ㅂㅇㄷ
3530,붙잡다,동,ㅂㅈㄷ
5759,붙잡히다,동,ㅂㅈㅎㄷ
1508,비교하다,동,ㅂㄱㅎㄷ
10077,비기다,동,ㅂㄱㄷ
900,비다,동,ㅂㄷ
2283,비롯되다,동,ㅂㄹㄷㄷ
863,비롯하다,동,ㅂㄹㅎㄷ
4063,비비다,동,ㅂㅂㄷ
2097,비우다,동,ㅂㅇㄷ
5917,비웃다,동,ㅂㅇㄷ
2198,비추다,동,ㅂㅊㄷ
2129,비치다,동,ㅂㅊㄷ
5918,비키다,동,ㅂㅋㄷ
2384,비판하다,동,ㅂㅍㅎㄷ
448,비하다,동,ㅂㅎㄷ
2898,빌다,동,ㅂㄷ
1315,빌리다,동,ㅂㄹㄷ
2005,빛나다,동,ㅂㄴㄷ
6077,빠뜨리다,동,ㅃㄸㄹㄷ
1977,빠져나가다,동,ㅃㅈㄴㄱㄷ
3357,빠져나오다,동,ㅃㅈㄴㅇㄷ
1220,빠지다,동,ㅃㅈㄷ
717,빠지다,동,ㅃㅈㄷ
5223,빨다,동,ㅃㄷ
5761,빨다,동,ㅃㄷ
5224,빼놓다,동,ㅃㄴㄷ
998,빼다,동,ㅃㄷ
3991,빼앗기다,동,ㅃㅇㄱㄷ
3642,빼앗다,동,ㅃㅇㄷ
7266,뺏다,동,ㅃㄷ
2551,뻗다,동,ㅃㄷ
1238,뽑다,동,ㅃㄷ
3477,뽑히다,동,ㅃㅎㄷ
1348,뿌리다,동,ㅃㄹㄷ
5502,뿌리치다,동,ㅃㄹㅊㄷ
8408,사과하다,동,ㅅㄱㅎㄷ
3238,사귀다,동,ㅅㄱㄷ
199,사다,동,ㅅㄷ
5362,사들이다,동,ㅅㄷㅇㄷ
844,사라지다,동,ㅅㄹㅈㄷ
764,사랑하다,동,ㅅㄹㅎㄷ
6252,사망하다,동,ㅅㅁㅎㄷ
1419,사용되다,동,ㅅㅇㄷㄷ
254,사용하다,동,ㅅㅇㅎㄷ
55,살다,동,ㅅㄷ
1088,살리다,동,ㅅㄹㄷ
915,살아가다,동,ㅅㅇㄱㄷ
4066,살아나다,동,ㅅㅇㄴㄷ
2864,살아남다,동,ㅅㅇㄴㄷ
1720,살아오다,동,ㅅㅇㅇㄷ
555,살펴보다,동,ㅅㅍㅂㄷ
1856,살피다,동,ㅅㅍㄷ
3004,삶다,동,ㅅㄷ
5019,삼가다,동,ㅅㄱㄷ
676,삼다,동,ㅅㄷ
3643,삼키다,동,ㅅㅋㄷ
2832,상상하다,동,ㅅㅅㅎㄷ
3693,상징하다,동,ㅅㅈㅎㄷ
2633,상하다,동,ㅅㅎㄷ
3814,새기다,동,ㅅㄱㄷ
3358,새다,동,ㅅㄷ
7036,새우다,동,ㅅㅇㄷ
2064,생각나다,동,ㅅㄱㄴㄷ
1330,생각되다,동,ㅅㄱㄷㄷ
58,생각하다,동,ㅅㄱㅎㄷ
1763,생겨나다,동,ㅅㄱㄴㄷ
253,생기다,동,ㅅㄱㄷ
3191,생산되다,동,ㅅㅅㄷㄷ
1699,생산하다,동,ㅅㅅㅎㄷ
2552,생활하다,동,ㅅㅎㅎㄷ
206,서다,동,ㅅㄷ
1620,서두르다,동,ㅅㄷㄹㄷ
7038,서명하다,동,ㅅㅁㅎㄷ
1921,섞다,동,ㅅㄷ
2414,섞이다,동,ㅅㅇㄷ
14518,선물하다,동,ㅅㅁㅎㄷ
3875,선언하다,동,ㅅㅇㅎㄷ
3817,선정하다,동,ㅅㅈㅎㄷ
1332,선택하다,동,ㅅㅌㅎㄷ
4910,선호하다,동,ㅅㅎㅎㄷ
4705,설득하다,동,ㅅㄷㅎㄷ
5231,설립하다,동,ㅅㄹㅎㄷ
4616,설명되다,동,ㅅㅁㄷㄷ
577,설명하다,동,ㅅㅁㅎㄷ
2930,설치되다,동,ㅅㅊㄷㄷ
2098,설치하다,동,ㅅㅊㅎㄷ
2082,성공하다,동,ㅅㄱㅎㄷ
3153,성립되다,동,ㅅㄹㄷㄷ
3936,성립하다,동,ㅅㄹㅎㄷ
4523,성숙하다,동,ㅅㅅㅎㄷ
2217,성장하다,동,ㅅㅈㅎㄷ
3820,세다,동,ㅅㄷ
407,세우다,동,ㅅㅇㄷ
2386,세워지다,동,ㅅㅇㅈㄷ
3360,소개되다,동,ㅅㄱㄷㄷ
1401,소개하다,동,ㅅㄱㅎㄷ
2656,소리치다,동,ㅅㄹㅊㄷ
8117,소문나다,동,ㅅㅁㄴㄷ
10110,소비하다,동,ㅅㅂㅎㄷ
5633,소요되다,동,ㅅㅇㄷㄷ
4352,소유하다,동,ㅅㅇㅎㄷ
5634,소화하다,동,ㅅㅎㅎㄷ
5932,속삭이다,동,ㅅㅅㅇㄷ
4074,속이다,동,ㅅㅇㄷ
1436,속하다,동,ㅅㅎㄷ
9647,손잡다,동,ㅅㅈㄷ
4526,손질하다,동,ㅅㅈㅎㄷ
3241,솟다,동,ㅅㄷ
7046,수고하다,동,ㅅㄱㅎㄷ
10119,수리하다,동,ㅅㄹㅎㄷ
8129,수입되다,동,ㅅㅇㄷㄷ
3877,수입하다,동,ㅅㅇㅎㄷ
4135,수집하다,동,ㅅㅈㅎㄷ
6445,수출하다,동,ㅅㅊㅎㄷ
2358,수행하다,동,ㅅㅎㅎㄷ
2473,숙이다,동,ㅅㅇㄷ
3192,숨기다,동,ㅅㄱㄷ
2006,숨다,동,ㅅㄷ
3009,숨지다,동,ㅅㅈㄷ
992,쉬다,동,ㅅㄷ
2388,쉬다,동,ㅅㄷ
2599,스치다,동,ㅅㅊㄷ
7822,슬퍼하다,동,ㅅㅍㅎㄷ
6089,승리하다,동,ㅅㄹㅎㄷ
2446,시도하다,동,ㅅㄷㅎㄷ
8822,시들다,동,ㅅㄷㄷ
573,시작되다,동,ㅅㅈㄷㄷ
131,시작하다,동,ㅅㅈㅎㄷ
5638,시집가다,동,ㅅㅈㄱㄷ
876,시키다,동,ㅅㅋㄷ
3878,식다,동,ㅅㄷ
5777,식사하다,동,ㅅㅅㅎㄷ
10132,식히다,동,ㅅㅎㄷ
3320,신고하다,동,ㅅㄱㅎㄷ
2715,신다,동,ㅅㄷ
4003,신청하다,동,ㅅㅊㅎㄷ
1520,싣다,동,ㅅㄷ
17194,실례하다,동,ㅅㄹㅎㄷ
2007,실리다,동,ㅅㄹㄷ
5372,실망하다,동,ㅅㅁㅎㄷ
9670,실수하다,동,ㅅㅅㅎㄷ
2134,실시되다,동,ㅅㅅㄷㄷ
771,실시하다,동,ㅅㅅㅎㄷ
1894,실천하다,동,ㅅㅊㅎㄷ
2933,실패하다,동,ㅅㅍㅎㄷ
4917,실현되다,동,ㅅㅎㄷㄷ
3694,실현하다,동,ㅅㅎㅎㄷ
10136,싫어지다,동,ㅅㅇㅈㄷ
2636,싫어하다,동,ㅅㅇㅎㄷ
9231,심각해지다,동,ㅅㄱㅎㅈㄷ
1333,심다,동,ㅅㄷ
5373,심해지다,동,ㅅㅎㅈㄷ
2100,싸다,동,ㅆㄷ
1007,싸우다,동,ㅆㅇㄷ
1521,쌓다,동,ㅆㄷ
1411,쌓이다,동,ㅆㅇㄷ
2901,썩다,동,ㅆㄷ
1098,썰다,동,ㅆㄷ
2418,쏘다,동,ㅆㄷ
2344,쏟다,동,ㅆㄷ
1895,쏟아지다,동,ㅆㅇㅈㄷ
169,쓰다,동,ㅆㄷ
1795,쓰다,동,ㅆㄷ
175,쓰다,동,ㅆㄷ
5244,쓰다듬다,동,ㅆㄷㄷㄷ
2576,쓰러지다,동,ㅆㄹㅈㄷ
7571,쓰이다,동,ㅆㅇㄷ
1359,쓰이다,동,ㅆㅇㄷ
4443,쓸다,동,ㅆㄷ
5642,씌우다,동,ㅆㅇㄷ
2968,씹다,동,ㅆㄷ
9238,씻기다,동,ㅆㄱㄷ
10138,씻기다,동,ㅆㄱㄷ
947,씻다,동,ㅆㄷ
1884,아끼다,동,ㅇㄲㄷ
4813,안기다,동,ㅇㄱㄷ
4006,안기다,동,ㅇㄱㄷ
5032,안내하다,동,ㅇㄴㅎㄷ
929,안다,동,ㅇㄷ
2970,안되다,동,ㅇㄷㄷ
9241,안심하다,동,ㅇㅅㅎㄷ
3696,안정되다,동,ㅇㅈㄷㄷ
183,앉다,동,ㅇㄷ
5033,앉히다,동,ㅇㅎㄷ
1859,않다,동,ㅇㄷ
36,알다,동,ㅇㄷ
500,알려지다,동,ㅇㄹㅈㄷ
993,알리다,동,ㅇㄹㄷ
4357,알아내다,동,ㅇㅇㄴㄷ
2362,알아듣다,동,ㅇㅇㄷㄷ
388,알아보다,동,ㅇㅇㅂㄷ
5247,알아주다,동,ㅇㅇㅈㄷ
2137,앓다,동,ㅇㄷ
1628,앞두다,동,ㅇㄷㄷ
2201,앞서다,동,ㅇㅅㄷ
3486,앞세우다,동,ㅇㅅㅇㄷ
2555,앞장서다,동,ㅇㅈㅅㄷ
1651,애쓰다,동,ㅇㅆㄷ
2660,약속하다,동,ㅇㅅㅎㄷ
5377,약해지다,동,ㅇㅎㅈㄷ
5129,양보하다,동,ㅇㅂㅎㄷ
736,얘기하다,동,ㅇㄱㅎㄷ
4814,어기다,동,ㅇㄱㄷ
9254,어두워지다,동,ㅇㄷㅇㅈㄷ
6640,어려워지다,동,ㅇㄹㅇㅈㄷ
4141,어리다,동,ㅇㄹㄷ
990,어울리다,동,ㅇㅇㄹㄷ
749,어쩌다,동,ㅇㅉㄷ
4293,어찌하다,동,ㅇㅉㅎㄷ
2776,얹다,동,ㅇㄷ
331,얻다,동,ㅇㄷ
6099,얻어먹다,동,ㅇㅇㅁㄷ
4538,얼다,동,ㅇㄷ
10149,얼리다,동,ㅇㄹㄷ
3940,업다,동,ㅇㄷ
1925,없애다,동,ㅇㅇㄷ
1039,없어지다,동,ㅇㅇㅈㄷ
5646,엇갈리다,동,ㅇㄱㄹㄷ
3699,엎드리다,동,ㅇㄷㄹㄷ
2286,여겨지다,동,ㅇㄱㅈㄷ
1063,여기다,동,ㅇㄱㄷ
5381,여쭈다,동,ㅇㅉㄷ
5949,여행하다,동,ㅇㅎㅎㄷ
2219,연결되다,동,ㅇㄱㄷㄷ
2345,연결하다,동,ㅇㄱㅎㄷ
1566,연구하다,동,ㅇㄱㅎㄷ
9265,연기되다,동,ㅇㄱㄷㄷ
8471,연기하다,동,ㅇㄱㅎㄷ
4088,연락하다,동,ㅇㄹㅎㄷ
6104,연상하다,동,ㅇㅅㅎㄷ
5382,연습하다,동,ㅇㅅㅎㄷ
5383,연출하다,동,ㅇㅊㅎㄷ
287,열다,동,ㅇㄷ
10159,열리다,동,ㅇㄹㄷ
436,열리다,동,ㅇㄹㄷ
5384,열중하다,동,ㅇㅈㅎㄷ
7074,염려하다,동,ㅇㄹㅎㄷ
3879,엿보다,동,ㅇㅂㄷ
5952,예고하다,동,ㅇㄱㅎㄷ
28328,예매하다,동,ㅇㅁㅎㄷ
4448,예방하다,동,ㅇㅂㅎㄷ
2010,예상되다,동,ㅇㅅㄷㄷ
3243,예상하다,동,ㅇㅅㅎㄷ
28338,예습하다,동,ㅇㅅㅎㄷ
12720,예약하다,동,ㅇㅇㅎㄷ
4294,예정되다,동,ㅇㅈㄷㄷ
3828,예측하다,동,ㅇㅊㅎㄷ
3365,오가다,동,ㅇㄱㄷ
35,오다,동,ㅇㄷ
3046,오래되다,동,ㅇㄹㄷㄷ
4922,오르내리다,동,ㅇㄹㄴㄹㄷ
394,오르다,동,ㅇㄹㄷ
3425,오염되다,동,ㅇㅇㄷㄷ
669,올라가다,동,ㅇㄹㄱㄷ
6647,올라서다,동,ㅇㄹㅅㄷ
1494,올라오다,동,ㅇㄹㅇㄷ
9275,올라타다,동,ㅇㄹㅌㄷ
3125,올려놓다,동,ㅇㄹㄴㄷ
6110,올려다보다,동,ㅇㄹㄷㅂㄷ
472,올리다,동,ㅇㄹㄷ
753,옮기다,동,ㅇㄱㄷ
3880,완성되다,동,ㅇㅅㄷㄷ
3766,완성하다,동,ㅇㅅㅎㄷ
6112,외다,동,ㅇㄷ
3126,외면하다,동,ㅇㅁㅎㄷ
4718,외우다,동,ㅇㅇㄷ
9714,외출하다,동,ㅇㅊㅎㄷ
1446,외치다,동,ㅇㅊㄷ
3366,요구되다,동,ㅇㄱㄷㄷ
668,요구하다,동,ㅇㄱㅎㄷ
14695,요리하다,동,ㅇㄹㅎㄷ
4821,요약하다,동,ㅇㅇㅎㄷ
2556,요청하다,동,ㅇㅊㅎㄷ
9719,욕하다,동,ㅇㅎㄷ
4368,용서하다,동,ㅇㅅㅎㄷ
8874,우승하다,동,ㅇㅅㅎㄷ
4822,운동하다,동,ㅇㄷㅎㄷ
2086,운영하다,동,ㅇㅇㅎㄷ
7864,운전하다,동,ㅇㅈㅎㄷ
596,울다,동,ㅇㄷ
1559,울리다,동,ㅇㄹㄷ
5793,울리다,동,ㅇㄹㄷ
491,움직이다,동,ㅇㅈㅇㄷ
3246,웃기다,동,ㅇㄱㄷ
324,웃다,동,ㅇㄷ
903,원하다,동,ㅇㅎㄷ
4632,위로하다,동,ㅇㄹㅎㄷ
5953,위반하다,동,ㅇㅂㅎㄷ
2420,위치하다,동,ㅇㅊㅎㄷ
33,위하다,동,ㅇㅎㄷ
5260,유발하다,동,ㅇㅂㅎㄷ
4451,유의하다,동,ㅇㅇㅎㄷ
5261,유지되다,동,ㅇㅈㄷㄷ
805,유지하다,동,ㅇㅈㅎㄷ
5043,유행하다,동,ㅇㅎㅎㄷ
8500,응답하다,동,ㅇㄷㅎㄷ
4373,의논하다,동,ㅇㄴㅎㄷ
1394,의미하다,동,ㅇㅁㅎㄷ
1847,의식하다,동,ㅇㅅㅎㄷ
2872,의심하다,동,ㅇㅅㅎㄷ
2254,의존하다,동,ㅇㅈㅎㄷ
3432,의지하다,동,ㅇㅈㅎㄷ
110,의하다,동,ㅇㅎㄷ
1111,이기다,동,ㅇㄱㄷ
1265,이끌다,동,ㅇㄲㄷ
3831,이동하다,동,ㅇㄷㅎㄷ
1797,이러다,동,ㅇㄹㄷ
322,이루다,동,ㅇㄹㄷ
359,이루어지다,동,ㅇㄹㅇㅈㄷ
2421,이룩하다,동,ㅇㄹㅎㄷ
1928,이뤄지다,동,ㅇㄹㅈㄷ
320,이르다,동,ㅇㄹㄷ
2839,이르다,동,ㅇㄹㄷ
8189,이사하다,동,ㅇㅅㅎㄷ
539,이야기하다,동,ㅇㅇㄱㅎㄷ
970,이어지다,동,ㅇㅇㅈㄷ
2806,이용되다,동,ㅇㅇㄷㄷ
305,이용하다,동,ㅇㅇㅎㄷ
4453,이해되다,동,ㅇㅎㄷㄷ
515,이해하다,동,ㅇㅎㅎㄷ
10196,이혼하다,동,ㅇㅎㅎㄷ
2975,익다,동,ㅇㄷ
4011,익숙해지다,동,ㅇㅅㅎㅈㄷ
5959,익히다,동,ㅇㅎㄷ
1899,익히다,동,ㅇㅎㄷ
4096,인사하다,동,ㅇㅅㅎㄷ
1668,인식하다,동,ㅇㅅㅎㄷ
4545,인정되다,동,ㅇㅈㄷㄷ
4299,인정받다,동,ㅇㅈㅂㄷ
870,인정하다,동,ㅇㅈㅎㄷ
731,인하다,동,ㅇㅎㄷ
216,일어나다,동,ㅇㅇㄴㄷ
1798,일어서다,동,ㅇㅇㅅㄷ
680,일으키다,동,ㅇㅇㅋㄷ
2558,일치하다,동,ㅇㅊㅎㄷ
661,일하다,동,ㅇㅎㄷ
209,읽다,동,ㅇㄷ
9306,읽히다,동,ㅇㅎㄷ
756,잃다,동,ㅇㄷ
2606,잃어버리다,동,ㅇㅇㅂㄹㄷ
6871,임신하다,동,ㅇㅅㅎㄷ
354,입다,동,ㅇㄷ
6468,입력하다,동,ㅇㄹㅎㄷ
10204,입사하다,동,ㅇㅅㅎㄷ
6872,입원하다,동,ㅇㅇㅎㄷ
4302,입학하다,동,ㅇㅎㅎㄷ
3884,입히다,동,ㅇㅎㄷ
737,잇다,동,ㅇㄷ
2874,잇따르다,동,ㅇㄸㄹㄷ
888,있다,동,ㅇㄷ
931,잊다,동,ㅇㄷ
2905,잊어버리다,동,ㅇㅇㅂㄹㄷ
6294,잊혀지다,동,ㅇㅎㅈㄷ
3832,자극하다,동,ㅈㄱㅎㄷ
541,자다,동,ㅈㄷ
5139,자라나다,동,ㅈㄹㄴㄷ
767,자라다,동,ㅈㄹㄷ
2875,자랑하다,동,ㅈㄹㅎㄷ
1166,자르다,동,ㅈㄹㄷ
9748,자살하다,동,ㅈㅅㅎㄷ
3494,작성하다,동,ㅈㅅㅎㄷ
8198,작아지다,동,ㅈㅇㅈㄷ
1560,작용하다,동,ㅈㅇㅎㄷ
1402,잘되다,동,ㅈㄷㄷ
4457,잘리다,동,ㅈㄹㄷ
1541,잘못되다,동,ㅈㅁㄷㄷ
1861,잘못하다,동,ㅈㅁㅎㄷ
6295,잘살다,동,ㅈㅅㄷ
479,잘하다,동,ㅈㅎㄷ
6877,잠그다,동,ㅈㄱㄷ
2696,잠기다,동,ㅈㄱㄷ
2608,잠들다,동,ㅈㄷㄷ
4547,잠자다,동,ㅈㅈㄷ
202,잡다,동,ㅈㄷ
9317,잡수다,동,ㅈㅅㄷ
6878,잡수시다,동,ㅈㅅㅅㄷ
5266,잡아당기다,동,ㅈㅇㄷㄱㄷ
3885,잡아먹다,동,ㅈㅇㅁㄷ
1550,잡히다,동,ㅈㅎㄷ
6130,재다,동,ㅈㄷ
10218,재우다,동,ㅈㅇㄷ
6673,저러다,동,ㅈㄹㄷ
1703,저지르다,동,ㅈㅈㄹㄷ
1334,적다,동,ㅈㄷ
8918,적어지다,동,ㅈㅇㅈㄷ
2584,적용되다,동,ㅈㅇㄷㄷ
2454,적용하다,동,ㅈㅇㅎㄷ
4232,적응하다,동,ㅈㅇㅎㄷ
3600,적히다,동,ㅈㅎㄷ
2723,전개되다,동,ㅈㄱㄷㄷ
3371,전개하다,동,ㅈㄱㅎㄷ
4936,전공하다,동,ㅈㄱㅎㄷ
3712,전달되다,동,ㅈㄷㄷㄷ
2424,전달하다,동,ㅈㄷㅎㄷ
4731,전망하다,동,ㅈㅁㅎㄷ
10226,전시되다,동,ㅈㅅㄷㄷ
7612,전시하다,동,ㅈㅅㅎㄷ
797,전하다,동,ㅈㅎㄷ
2294,전해지다,동,ㅈㅎㅈㄷ
4461,전화하다,동,ㅈㅎㅎㄷ
4462,전환하다,동,ㅈㅎㅎㄷ
6676,절약하다,동,ㅈㅇㅎㄷ
2395,접근하다,동,ㅈㄱㅎㄷ
3657,접다,동,ㅈㄷ
3086,접하다,동,ㅈㅎㄷ
2559,젓다,동,ㅈㄷ
6302,정리되다,동,ㅈㄹㄷㄷ
1212,정리하다,동,ㅈㄹㅎㄷ
803,정하다,동,ㅈㅎㄷ
2939,정해지다,동,ㅈㅎㅈㄷ
1466,젖다,동,ㅈㄷ
2809,제거하다,동,ㅈㄱㅎㄷ
1440,제공하다,동,ㅈㄱㅎㄷ
7909,제대하다,동,ㅈㄷㅎㄷ
3659,제시되다,동,ㅈㅅㄷㄷ
932,제시하다,동,ㅈㅅㅎㄷ
4019,제안하다,동,ㅈㅇㅎㄷ
4834,제외되다,동,ㅈㅇㄷㄷ
1467,제외하다,동,ㅈㅇㅎㄷ
5667,제의하다,동,ㅈㅇㅎㄷ
3249,제작하다,동,ㅈㅈㅎㄷ
2976,제출하다,동,ㅈㅊㅎㄷ
3603,제한되다,동,ㅈㅎㄷㄷ
3436,제한하다,동,ㅈㅎㅎㄷ
5406,조르다,동,ㅈㄹㄷ
885,조사하다,동,ㅈㅅㅎㄷ
2666,조심하다,동,ㅈㅅㅎㄷ
3837,조절하다,동,ㅈㅈㅎㄷ
5971,조정하다,동,ㅈㅈㅎㄷ
5669,조화되다,동,ㅈㅎㄷㄷ
5278,존경하다,동,ㅈㄱㅎㄷ
798,존재하다,동,ㅈㅈㅎㄷ
3437,존중하다,동,ㅈㅈㅎㄷ
7913,졸다,동,ㅈㄷ
10242,졸리다,동,ㅈㄹㄷ
2145,졸업하다,동,ㅈㅇㅎㄷ
8210,좁히다,동,ㅈㅎㄷ
5052,종합하다,동,ㅈㅎㅎㄷ
3500,좋아지다,동,ㅈㅇㅈㄷ
438,좋아하다,동,ㅈㅇㅎㄷ
2698,주고받다,동,ㅈㄱㅂㄷ
101,주다,동,ㅈㄷ
5816,주무시다,동,ㅈㅁㅅㄷ
5408,주문하다,동,ㅈㅁㅎㄷ
1489,주어지다,동,ㅈㅇㅈㄷ
3949,주의하다,동,ㅈㅇㅎㄷ
503,주장하다,동,ㅈㅈㅎㄷ
3016,주저앉다,동,ㅈㅈㅇㄷ
19443,주차하다,동,ㅈㅊㅎㄷ
231,죽다,동,ㅈㄷ
1215,죽이다,동,ㅈㅇㄷ
5554,준비되다,동,ㅈㅂㄷㄷ
1107,준비하다,동,ㅈㅂㅎㄷ
2810,줄다,동,ㅈㄷ
1704,줄어들다,동,ㅈㅇㄷㄷ
896,줄이다,동,ㅈㅇㄷ
2781,줍다,동,ㅈㄷ
5555,중단되다,동,ㅈㄷㄷㄷ
4554,중단하다,동,ㅈㄷㅎㄷ
3839,중얼거리다,동,ㅈㅇㄱㄹㄷ
5556,중요시하다,동,ㅈㅇㅅㅎㄷ
1413,쥐다,동,ㅈㄷ
9345,즐거워하다,동,ㅈㄱㅇㅎㄷ
687,즐기다,동,ㅈㄱㄷ
1441,증가하다,동,ㅈㄱㅎㄷ
3296,증명하다,동,ㅈㅁㅎㄷ
3841,지급하다,동,ㅈㄱㅎㄷ
961,지나가다,동,ㅈㄴㄱㄷ
97,지나다,동,ㅈㄴㄷ
4237,지나치다,동,ㅈㄴㅊㄷ
600,지내다,동,ㅈㄴㄷ
477,지니다,동,ㅈㄴㄷ
2751,지다,동,ㅈㄷ
3204,지다,동,ㅈㄷ
5147,지다,동,ㅈㄷ
1776,지다,동,ㅈㄷ
6137,지도하다,동,ㅈㄷㅎㄷ
1644,지르다,동,ㅈㄹㄷ
1954,지배하다,동,ㅈㅂㅎㄷ
4102,지불하다,동,ㅈㅂㅎㄷ
3605,지속되다,동,ㅈㅅㄷㄷ
2880,지시하다,동,ㅈㅅㅎㄷ
2812,지우다,동,ㅈㅇㄷ
9788,지우다,동,ㅈㅇㄷ
8224,지워지다,동,ㅈㅇㅈㄷ
2479,지원하다,동,ㅈㅇㅎㄷ
3297,지적되다,동,ㅈㅈㄷㄷ
976,지적하다,동,ㅈㅈㅎㄷ
2258,지치다,동,ㅈㅊㄷ
1786,지켜보다,동,ㅈㅋㅂㄷ
381,지키다,동,ㅈㅋㄷ
5559,진단하다,동,ㅈㄷㅎㄷ
3662,진출하다,동,ㅈㅊㅎㄷ
1246,진행되다,동,ㅈㅎㄷㄷ
2587,진행하다,동,ㅈㅎㅎㄷ
7634,질문하다,동,ㅈㅁㅎㄷ
2979,짐작하다,동,ㅈㅈㅎㄷ
1756,집다,동,ㅈㄷ
3333,집어넣다,동,ㅈㅇㄴㄷ
3163,집중되다,동,ㅈㅈㄷㄷ
9354,집중하다,동,ㅈㅈㅎㄷ
247,짓다,동,ㅈㄷ
2944,짚다,동,ㅈㄷ
3207,짜다,동,ㅉㄷ
5057,짜다,동,ㅉㄷ
7637,짧아지다,동,ㅉㅇㅈㄷ
10265,쩔쩔매다,동,ㅉㅉㅁㄷ
5415,쫓겨나다,동,ㅉㄱㄴㄷ
3606,쫓기다,동,ㅉㄱㄷ
3089,쫓다,동,ㅉㄷ
7638,찌다,동,ㅉㄷ
7385,찌다,동,ㅉㄷ
2668,찌르다,동,ㅉㄹㄷ
1188,찍다,동,ㅉㄷ
4838,찍히다,동,ㅉㅎㄷ
5416,찢다,동,ㅉㄷ
4652,찢어지다,동,ㅉㅇㅈㄷ
994,차다,동,ㅊㄷ
2223,차다,동,ㅊㄷ
3890,차다,동,ㅊㄷ
1386,차리다,동,ㅊㄹㄷ
5680,착각하다,동,ㅊㄱㅎㄷ
8229,찬성하다,동,ㅊㅅㅎㄷ
2456,참가하다,동,ㅊㄱㅎㄷ
8561,참고하다,동,ㅊㄱㅎㄷ
1053,참다,동,ㅊㄷ
1966,참석하다,동,ㅊㅅㅎㄷ
1225,참여하다,동,ㅊㅇㅎㄷ
3503,창조하다,동,ㅊㅈㅎㄷ
191,찾다,동,ㅊㄷ
1424,찾아가다,동,ㅊㅇㄱㄷ
2326,찾아내다,동,ㅊㅇㄴㄷ
6143,찾아다니다,동,ㅊㅇㄷㄴㄷ
1112,찾아보다,동,ㅊㅇㅂㄷ
1023,찾아오다,동,ㅊㅇㅇㄷ
1777,채우다,동,ㅊㅇㄷ
3441,책임지다,동,ㅊㅇㅈㄷ
1495,챙기다,동,ㅊㄱㄷ
4946,청소하다,동,ㅊㅅㅎㄷ
3779,청하다,동,ㅊㅎㄷ
5292,체험하다,동,ㅊㅎㅎㄷ
1206,쳐다보다,동,ㅊㄷㅂㄷ
5293,초대하다,동,ㅊㄷㅎㄷ
5826,초청하다,동,ㅊㅊㅎㄷ
10280,추가되다,동,ㅊㄱㄷㄷ
10822,추가하다,동,ㅊㄱㅎㄷ
2426,추다,동,ㅊㄷ
1403,추진하다,동,ㅊㅈㅎㄷ
8579,추천하다,동,ㅊㅊㅎㄷ
4656,축하하다,동,ㅊㅎㅎㄷ
5420,출근하다,동,ㅊㄱㅎㄷ
1982,출발하다,동,ㅊㅂㅎㄷ
29478,출석하다,동,ㅊㅅㅎㄷ
2272,출연하다,동,ㅊㅇㅎㄷ
5829,출현하다,동,ㅊㅎㅎㄷ
5154,춤추다,동,ㅊㅊㄷ
9377,충돌하다,동,ㅊㄷㅎㄷ
5421,취소하다,동,ㅊㅅㅎㄷ
1113,취하다,동,ㅊㅎㄷ
2225,취하다,동,ㅊㅎㄷ
7133,치다,동,ㅊㄷ
