word,initsound
가격,
가깝다,
가끔,
가능성,
가능하다,
가다,
가다,
가르치다,
가슴,
가운데,
가장,
가정,
가족,
가지,
가지다,
가지다,
가치,
각,
각각,
각종,
간,
갈등,
감독,
감정,
갑자기,
값,
강조하다,
강하다,
갖다,
갖추다,
같다,
같이,
개,
개월,
개인,
거,
거기,
거의,
거치다,
건강,
건물,
건설,
걷다,
걸다,
걸리다,
걸치다,
게임,
겨울,
겪다,
결과,
결국,
결정하다,
결코,
결혼,
경기,
경영,
경우,
경쟁,
경제,
경찰,
경험,
계속,
계획,
고개,
고맙다,
고통,
고향,
곧,
곳,
공,
공간,
공동,
공부,
공부하다,
공장,
과,
과거,
과연,
과정,
과학,
관계,
관계자,
관련,
관리,
관심,
관점,
관하다,
광고,
괜찮다,
교사,
교수,
교육,
구성,
구조,
구체적,
국가,
국내,
국민,
국제,
군,
귀,
규모,
그,
그,
그거,
그것,
그곳,
그날,
그냥,
그녀,
그대로,
그동안,
그때,
그래,
그래도,
그래서,
그러나,
그러니까,
그러다,
그러면,
그러하다,
그런,
그런데,
그럼,
그렇다,
그룹,
그리고,
그리다,
그림,
그만,
근데,
글,
기간,
기계,
기관,
기능,
기다리다,
기르다,
기본,
기분,
기술,
기억,
기업,
기자,
기준,
기회,
길,
길다,
깊다,
까닭,
꺼내다,
꼭,
꽃,
꿈,
끌다,
끝,
끝나다,
나,
나가다,
나가다,
나누다,
나다,
나다,
나라,
나무,
나쁘다,
나서다,
나아가다,
나오다,
나이,
나중,
나타나다,
나타내다,
날,
남,
남다,
남성,
남자,
남편,
낮다,
낳다,
내,
내다,
내다,
내려가다,
내려오다,
내리다,
내용,
너,
너무,
넓다,
넘다,
넣다,
네,
년,
년대,
노동,
노동자,
노래,
노력,
노력하다,
놀다,
놀라다,
놈,
농민,
농업,
높다,
놓다,
놓다,
누구,
눈,
눈물,
눕다,
뉴스,
느껴지다,
느끼다,
느낌,
늘,
늘어나다,
능력,
늦다,
다,
다니다,
다르다,
다른,
다리,
다만,
다시,
다양하다,
다음,
닦다,
단계,
단체,
달,
달다,
달라지다,
달러,
달리,
달리다,
담다,
담배,
당시,
당신,
당하다,
대,
대다,
대로,
대부분,
대신,
대중,
대책,
대통령,
대표,
대하다,
대학,
대화,
대회,
더,
더욱,
던지다,
데,
도시,
도움,
돈,
돌다,
돌리다,
돌아가다,
돌아오다,
동네,
동생,
동시,
동안,
되다,
두,
두다,
두다,
둘,
뒤,
드러나다,
드리다,
듣다,
들다,
들다,
들리다,
들어가다,
들어서다,
들어오다,
듯,
듯이,
듯하다,
등,
등,
등장하다,
따라서,
따르다,
딸,
땅,
때,
때문,
떠나다,
떠오르다,
떨어지다,
또,
또는,
또한,
뜻,
마련하다,
마시다,
마을,
마음,
마지막,
마찬가지,
마치,
마치다,
막다,
만,
만나다,
만들다,
만큼,
만하다,
많다,
많이,
말,
말,
말다,
말다,
말씀,
말하다,
맛,
맛있다,
맞다,
맞다,
맞추다,
맡다,
매우,
머리,
먹다,
먼저,
멀다,
멀리,
며칠,
면,
명,
몇,
모두,
모두,
모든,
모르다,
모습,
모양,
모양,
모으다,
모이다,
모임,
목소리,
목적,
목표,
몸,
못,
못하다,
못하다,
무대,
무섭다,
무슨,
무엇,
문,
문제,
문학,
문화,
묻다,
물,
물건,
물론,
물질,
뭐,
뭐,
미,
미치다,
미터,
민족,
믿다,
및,
밑,
바,
바꾸다,
바뀌다,
바다,
바라다,
바라보다,
바람,
바로,
바쁘다,
바탕,
밖,
반,
반,
반드시,
받다,
받아들이다,
발,
발견하다,
발달하다,
발생하다,
발전,
발전하다,
발표하다,
밝히다,
밤,
밥,
방,
방법,
방송,
방식,
방안,
방향,
배,
배,
배,
배우다,
버리다,
버리다,
버스,
번,
번째,
벌써,
벌이다,
법,
변하다,
변화,
별로,
병원,
보내다,
보다,
보다,
보다,
보이다,
보이다,
보호,
봄,
부르다,
부모,
부부,
부분,
분,
분,
분명하다,
분석,
분야,
분위기,
불,
불과하다,
불교,
불구하다,
붙다,
붙이다,
비,
비다,
비롯하다,
비슷하다,
비하다,
빛,
빠르다,
빠지다,
빨리,
빼다,
뿐,
사건,
사고,
사다,
사라지다,
사람,
사랑,
사랑하다,
사실,
사실,
사업,
사용,
사용하다,
사월,
사이,
사진,
사회,
산,
산업,
살,
살다,
살아가다,
살펴보다,
삶,
삼국,
삼다,
상태,
상품,
상황,
새,
새로,
새롭다,
새벽,
생각,
생각하다,
생기다,
생명,
생산,
생활,
서다,
서로,
선,
선거,
선생,
선생님,
선수,
설명,
설명하다,
성격,
성장,
세,
세,
세계,
세기,
세상,
세우다,
센티미터,
셈,
소녀,
소리,
소비자,
소설,
속,
손,
손님,
수,
수,
수업,
수준,
순간,
술,
술,
숲,
쉬다,
쉽다,
스스로,
시,
시,
시간,
시간,
시기,
시대,
시민,
시선,
시설,
시인,
시작되다,
시작하다,
시장,
시절,
시키다,
시험,
식,
식사,
신경,
신문,
실시하다,
실제로,
실천,
싫다,
심하다,
싶다,
싸우다,
쌀,
쓰다,
쓰다,
쓰레기,
씨,
씻다,
아,
아기,
아나운서,
아내,
아니,
아니,
아니다,
아들,
아래,
아름답다,
아마,
아무,
아무,
아무런,
아무리,
아버지,
아빠,
아이,
아저씨,
아주,
아직,
아침,
아파트,
아프다,
안,
안,
안다,
앉다,
않다,
알다,
알려지다,
알리다,
알아보다,
앞,
애,
야,
약,
약간,
얘기,
얘기하다,
어,
어깨,
어느,
어디,
어떠하다,
어떤,
어떻다,
어렵다,
어른,
어리다,
어린이,
어머니,
어울리다,
어쩌다,
언니,
언론,
언어,
언제,
언제,
언제나,
얻다,
얼굴,
얼른,
얼마,
얼마나,
엄마,
엄청나다,
없다,
없어지다,
없이,
여기,
여러,
여름,
여성,
여자,
여전히,
여행,
역사,
역시,
역할,
연구,
연극,
열다,
열리다,
열심히,
영향,
영화,
옆,
예,
예,
예쁘다,
예술,
예정,
옛날,
오늘,
오늘,
오늘날,
오다,
오다,
오래,
오르다,
오빠,
오월,
오후,
오히려,
올라가다,
올리다,
올해,
옮기다,
옷,
완전히,
왜,
외,
외국,
요구,
요구하다,
요즘,
우리,
우리나라,
우선,
우주,
운동,
울다,
움직이다,
웃다,
웃음,
원,
원인,
원하다,
위,
위치,
위하다,
유지하다,
은행,
음식,
음악,
의견,
의미,
의식,
의원,
의지,
의하다,
이,
이,
이거,
이것,
이곳,
이날,
이데올로기,
이때,
이러하다,
이런,
이렇다,
이루다,
이루어지다,
이르다,
이름,
이미,
이번,
이상,
이상하다,
이야기,
이야기하다,
이어지다,
이용하다,
이웃,
이유,
이전,
이제,
이제,
이해,
이해하다,
이후,
인간,
인기,
인류,
인물,
인생,
인정하다,
인하다,
일,
일,
일단,
일반,
일부,
일어나다,
일으키다,
일하다,
읽다,
잃다,
임금,
입,
입다,
입장,
잇다,
있다,
있다,
있다,
잊다,
자,
자기,
자기,
자다,
자동차,
자라다,
자료,
자리,
자세,
자식,
자신,
자연,
자연스럽다,
자유,
자주,
자체,
작가,
작년,
작다,
작업,
작품,
잔,
잘,
잘하다,
잠,
잠시,
잡다,
장,
장관,
재료,
재미있다,
재산,
저,
저,
저녁,
적,
적다,
전,
전,
전,
전국,
전문,
전쟁,
전체,
전통,
전하다,
전혀,
전화,
젊다,
점,
정도,
정말,
정보,
정부,
정신,
정치,
정하다,
정확하다,
제대로,
제시하다,
제일,
제품,
조건,
조금,
조금,
조사,
조사하다,
조직,
존재,
존재하다,
좀,
종교,
종류,
좋다,
좋아하다,
주다,
주다,
주로,
주민,
주변,
주위,
주인,
주장,
주장하다,
주제,
죽다,
죽음,
줄,
줄이다,
중,
중심,
중앙,
중요하다,
즉,
즐겁다,
즐기다,
지,
지구,
지금,
지금,
지나가다,
지나다,
지난해,
지내다,
지니다,
지방,
지식,
지역,
지원,
지적하다,
지키다,
직장,
직접,
질서,
집,
집단,
짓다,
짧다,
쪽,
차,
차,
차다,
차례,
차이,
참,
찾다,
찾아오다,
채,
책,
책임,
처음,
첫,
초기,
최고,
최근,
층,
치다,
친구,
커다랗다,
커피,
컴퓨터,
크다,
키우다,
타다,
태도,
태어나다,
터,
텔레비전,
통신,
통일,
통하다,
투자,
특징,
특히,
티브이,
팀,
파악하다,
팔,
팔다,
퍼센트,
펴다,
편,
편,
편지,
평가,
표정,
표현,
표현하다,
풀다,
프로그램,
피하다,
피해,
필요,
필요하다,
하나,
하나,
하늘,
하다,
하다,
하루,
하지만,
학교,
학년,
학생,
한,
한,
한계,
한마디,
한번,
한편,
한편,
할머니,
할아버지,
함께,
항상,
해,
행동,
행위,
향하다,
현대,
현상,
현실,
현장,
현재,
현재,
형,
형식,
형태,
혹은,
혼자,
확인하다,
환경,
환자,
활동,
회,
회사,
회의,
회장,
효과,
후,
훌륭하다,
훨씬,
흐르다,
흔히,
힘,
힘들다,
